DriverNumber,Abbreviation,TeamName,Position,Points,Status,GridPosition,Year,Round,EventName
1,VER,Red Bull Racing,10.0,1.0,Finished,3.0,2025,9,Spanish Grand Prix
30,LAW,Racing Bulls,11.0,0.0,Finished,13.0,2025,9,Spanish Grand Prix
5,BOR,Kick Sauber,12.0,0.0,Finished,12.0,2025,9,Spanish Grand Prix
22,TSU,Red Bull Racing,13.0,0.0,Finished,19.0,2025,9,Spanish Grand Prix
55,SAI,Williams,14.0,0.0,Finished,17.0,2025,9,Spanish Grand Prix
43,COL,Alpine,15.0,0.0,Finished,18.0,2025,9,Spanish Grand Prix
31,OCO,Haas F1 Team,16.0,0.0,Finished,16.0,2025,9,Spanish Grand Prix
87,BEA,Haas F1 Team,17.0,0.0,Finished,14.0,2025,9,Spanish Grand Prix
12,ANT,Mercedes,18.0,0.0,Retired,6.0,2025,9,Spanish Grand Prix
23,ALB,Williams,19.0,0.0,Retired,11.0,2025,9,Spanish Grand Prix
63,RUS,Mercedes,1.0,25.0,Finished,1.0,2025,10,Canadian Grand Prix
1,VER,Red Bull Racing,2.0,18.0,Finished,2.0,2025,10,Canadian Grand Prix
12,ANT,Mercedes,3.0,15.0,Finished,4.0,2025,10,Canadian Grand Prix
81,PIA,McLaren,4.0,12.0,Finished,3.0,2025,10,Canadian Grand Prix
16,LEC,Ferrari,5.0,10.0,Finished,8.0,2025,10,Canadian Grand Prix
44,HAM,Ferrari,6.0,8.0,Finished,5.0,2025,10,Canadian Grand Prix
14,ALO,Aston Martin,7.0,6.0,Finished,6.0,2025,10,Canadian Grand Prix
27,HUL,Kick Sauber,8.0,4.0,Finished,11.0,2025,10,Canadian Grand Prix
31,OCO,Haas F1 Team,9.0,2.0,Lapped,14.0,2025,10,Canadian Grand Prix
55,SAI,Williams,10.0,1.0,Lapped,16.0,2025,10,Canadian Grand Prix
87,BEA,Haas F1 Team,11.0,0.0,Lapped,13.0,2025,10,Canadian Grand Prix
22,TSU,Red Bull Racing,12.0,0.0,Lapped,18.0,2025,10,Canadian Grand Prix
43,COL,Alpine,13.0,0.0,Lapped,10.0,2025,10,Canadian Grand Prix
5,BOR,Kick Sauber,14.0,0.0,Lapped,15.0,2025,10,Canadian Grand Prix
10,GAS,Alpine,15.0,0.0,Lapped,20.0,2025,10,Canadian Grand Prix
6,HAD,Racing Bulls,16.0,0.0,Lapped,12.0,2025,10,Canadian Grand Prix
18,STR,Aston Martin,17.0,0.0,Lapped,17.0,2025,10,Canadian Grand Prix
4,NOR,McLaren,18.0,0.0,Retired,7.0,2025,10,Canadian Grand Prix
30,LAW,Racing Bulls,19.0,0.0,Retired,19.0,2025,10,Canadian Grand Prix
23,ALB,Williams,20.0,0.0,Retired,9.0,2025,10,Canadian Grand Prix
4,NOR,McLaren,1.0,25.0,Finished,1.0,2025,11,Austrian Grand Prix
81,PIA,McLaren,2.0,18.0,Finished,3.0,2025,11,Austrian Grand Prix
16,LEC,Ferrari,3.0,15.0,Finished,2.0,2025,11,Austrian Grand Prix
44,HAM,Ferrari,4.0,12.0,Finished,4.0,2025,11,Austrian Grand Prix
63,RUS,Mercedes,5.0,10.0,Finished,5.0,2025,11,Austrian Grand Prix
30,LAW,Racing Bulls,6.0,8.0,Finished,6.0,2025,11,Austrian Grand Prix
14,ALO,Aston Martin,7.0,6.0,Lapped,11.0,2025,11,Austrian Grand Prix
5,BOR,Kick Sauber,8.0,4.0,Lapped,8.0,2025,11,Austrian Grand Prix
27,HUL,Kick Sauber,9.0,2.0,Lapped,20.0,2025,11,Austrian Grand Prix
31,OCO,Haas F1 Team,10.0,1.0,Lapped,17.0,2025,11,Austrian Grand Prix
87,BEA,Haas F1 Team,11.0,0.0,Lapped,15.0,2025,11,Austrian Grand Prix
6,HAD,Racing Bulls,12.0,0.0,Lapped,13.0,2025,11,Austrian Grand Prix
10,GAS,Alpine,13.0,0.0,Lapped,10.0,2025,11,Austrian Grand Prix
18,STR,Aston Martin,14.0,0.0,Lapped,16.0,2025,11,Austrian Grand Prix
43,COL,Alpine,15.0,0.0,Lapped,14.0,2025,11,Austrian Grand Prix
22,TSU,Red Bull Racing,16.0,0.0,Lapped,18.0,2025,11,Austrian Grand Prix
23,ALB,Williams,17.0,0.0,Retired,12.0,2025,11,Austrian Grand Prix
1,VER,Red Bull Racing,18.0,0.0,Retired,7.0,2025,11,Austrian Grand Prix
12,ANT,Mercedes,19.0,0.0,Retired,9.0,2025,11,Austrian Grand Prix
55,SAI,Williams,20.0,0.0,Did not start,19.0,2025,11,Austrian Grand Prix
4,NOR,McLaren,1.0,25.0,Finished,3.0,2025,12,British Grand Prix
81,PIA,McLaren,2.0,18.0,Finished,2.0,2025,12,British Grand Prix
27,HUL,Kick Sauber,3.0,15.0,Finished,19.0,2025,12,British Grand Prix
44,HAM,Ferrari,4.0,12.0,Finished,5.0,2025,12,British Grand Prix
1,VER,Red Bull Racing,5.0,10.0,Finished,1.0,2025,12,British Grand Prix
10,GAS,Alpine,6.0,8.0,Finished,8.0,2025,12,British Grand Prix
18,STR,Aston Martin,7.0,6.0,Finished,17.0,2025,12,British Grand Prix
23,ALB,Williams,8.0,4.0,Finished,13.0,2025,12,British Grand Prix
14,ALO,Aston Martin,9.0,2.0,Finished,7.0,2025,12,British Grand Prix
63,RUS,Mercedes,10.0,1.0,Finished,4.0,2025,12,British Grand Prix
87,BEA,Haas F1 Team,11.0,0.0,Finished,18.0,2025,12,British Grand Prix
55,SAI,Williams,12.0,0.0,Finished,9.0,2025,12,British Grand Prix
31,OCO,Haas F1 Team,13.0,0.0,Finished,14.0,2025,12,British Grand Prix
16,LEC,Ferrari,14.0,0.0,Finished,6.0,2025,12,British Grand Prix
22,TSU,Red Bull Racing,15.0,0.0,Lapped,11.0,2025,12,British Grand Prix
12,ANT,Mercedes,16.0,0.0,Retired,10.0,2025,12,British Grand Prix
6,HAD,Racing Bulls,17.0,0.0,Retired,12.0,2025,12,British Grand Prix
5,BOR,Kick Sauber,18.0,0.0,Retired,16.0,2025,12,British Grand Prix
30,LAW,Racing Bulls,19.0,0.0,Retired,15.0,2025,12,British Grand Prix
43,COL,Alpine,20.0,0.0,Did not start,20.0,2025,12,British Grand Prix
81,PIA,McLaren,1.0,25.0,Finished,2.0,2025,13,Belgian Grand Prix
4,NOR,McLaren,2.0,18.0,Finished,1.0,2025,13,Belgian Grand Prix
16,LEC,Ferrari,3.0,15.0,Finished,3.0,2025,13,Belgian Grand Prix
1,VER,Red Bull Racing,4.0,12.0,Finished,4.0,2025,13,Belgian Grand Prix
63,RUS,Mercedes,5.0,10.0,Finished,6.0,2025,13,Belgian Grand Prix
23,ALB,Williams,6.0,8.0,Finished,5.0,2025,13,Belgian Grand Prix
44,HAM,Ferrari,7.0,6.0,Finished,18.0,2025,13,Belgian Grand Prix
30,LAW,Racing Bulls,8.0,4.0,Finished,9.0,2025,13,Belgian Grand Prix
5,BOR,Kick Sauber,9.0,2.0,Finished,10.0,2025,13,Belgian Grand Prix
10,GAS,Alpine,10.0,1.0,Finished,13.0,2025,13,Belgian Grand Prix
87,BEA,Haas F1 Team,11.0,0.0,Finished,12.0,2025,13,Belgian Grand Prix
27,HUL,Kick Sauber,12.0,0.0,Finished,14.0,2025,13,Belgian Grand Prix
22,TSU,Red Bull Racing,13.0,0.0,Finished,7.0,2025,13,Belgian Grand Prix
18,STR,Aston Martin,14.0,0.0,Finished,16.0,2025,13,Belgian Grand Prix
31,OCO,Haas F1 Team,15.0,0.0,Finished,11.0,2025,13,Belgian Grand Prix
12,ANT,Mercedes,16.0,0.0,Finished,19.0,2025,13,Belgian Grand Prix
14,ALO,Aston Martin,17.0,0.0,Finished,20.0,2025,13,Belgian Grand Prix
55,SAI,Williams,18.0,0.0,Finished,17.0,2025,13,Belgian Grand Prix
43,COL,Alpine,19.0,0.0,Finished,15.0,2025,13,Belgian Grand Prix
6,HAD,Racing Bulls,20.0,0.0,Lapped,8.0,2025,13,Belgian Grand Prix
4,NOR,McLaren,1.0,25.0,Finished,3.0,2025,14,Hungarian Grand Prix
81,PIA,McLaren,2.0,18.0,Finished,2.0,2025,14,Hungarian Grand Prix
63,RUS,Mercedes,3.0,15.0,Finished,4.0,2025,14,Hungarian Grand Prix
16,LEC,Ferrari,4.0,12.0,Finished,1.0,2025,14,Hungarian Grand Prix
14,ALO,Aston Martin,5.0,10.0,Finished,5.0,2025,14,Hungarian Grand Prix
5,BOR,Kick Sauber,6.0,8.0,Finished,7.0,2025,14,Hungarian Grand Prix
18,STR,Aston Martin,7.0,6.0,Finished,6.0,2025,14,Hungarian Grand Prix
30,LAW,Racing Bulls,8.0,4.0,Finished,9.0,2025,14,Hungarian Grand Prix
1,VER,Red Bull Racing,9.0,2.0,Finished,8.0,2025,14,Hungarian Grand Prix
12,ANT,Mercedes,10.0,1.0,Lapped,15.0,2025,14,Hungarian Grand Prix
6,HAD,Racing Bulls,11.0,0.0,Lapped,10.0,2025,14,Hungarian Grand Prix
44,HAM,Ferrari,12.0,0.0,Lapped,12.0,2025,14,Hungarian Grand Prix
27,HUL,Kick Sauber,13.0,0.0,Lapped,18.0,2025,14,Hungarian Grand Prix
55,SAI,Williams,14.0,0.0,Lapped,13.0,2025,14,Hungarian Grand Prix
23,ALB,Williams,15.0,0.0,Lapped,19.0,2025,14,Hungarian Grand Prix
31,OCO,Haas F1 Team,16.0,0.0,Lapped,17.0,2025,14,Hungarian Grand Prix
22,TSU,Red Bull Racing,17.0,0.0,Lapped,20.0,2025,14,Hungarian Grand Prix
43,COL,Alpine,18.0,0.0,Lapped,14.0,2025,14,Hungarian Grand Prix
10,GAS,Alpine,19.0,0.0,Lapped,16.0,2025,14,Hungarian Grand Prix
87,BEA,Haas F1 Team,20.0,0.0,Retired,11.0,2025,14,Hungarian Grand Prix
81,PIA,McLaren,1.0,25.0,Finished,1.0,2025,15,Dutch Grand Prix
1,VER,Red Bull Racing,2.0,18.0,Finished,3.0,2025,15,Dutch Grand Prix
6,HAD,Racing Bulls,3.0,15.0,Finished,4.0,2025,15,Dutch Grand Prix
63,RUS,Mercedes,4.0,12.0,Finished,5.0,2025,15,Dutch Grand Prix
23,ALB,Williams,5.0,10.0,Finished,15.0,2025,15,Dutch Grand Prix
87,BEA,Haas F1 Team,6.0,8.0,Finished,20.0,2025,15,Dutch Grand Prix
18,STR,Aston Martin,7.0,6.0,Finished,19.0,2025,15,Dutch Grand Prix
14,ALO,Aston Martin,8.0,4.0,Finished,10.0,2025,15,Dutch Grand Prix
22,TSU,Red Bull Racing,9.0,2.0,Finished,12.0,2025,15,Dutch Grand Prix
31,OCO,Haas F1 Team,10.0,1.0,Finished,18.0,2025,15,Dutch Grand Prix
43,COL,Alpine,11.0,0.0,Finished,16.0,2025,15,Dutch Grand Prix
30,LAW,Racing Bulls,12.0,0.0,Finished,8.0,2025,15,Dutch Grand Prix
55,SAI,Williams,13.0,0.0,Finished,9.0,2025,15,Dutch Grand Prix
27,HUL,Kick Sauber,14.0,0.0,Finished,17.0,2025,15,Dutch Grand Prix
5,BOR,Kick Sauber,15.0,0.0,Finished,13.0,2025,15,Dutch Grand Prix
12,ANT,Mercedes,16.0,0.0,Finished,11.0,2025,15,Dutch Grand Prix
10,GAS,Alpine,17.0,0.0,Finished,14.0,2025,15,Dutch Grand Prix
4,NOR,McLaren,18.0,0.0,Retired,2.0,2025,15,Dutch Grand Prix
16,LEC,Ferrari,19.0,0.0,Retired,6.0,2025,15,Dutch Grand Prix
44,HAM,Ferrari,20.0,0.0,Retired,7.0,2025,15,Dutch Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,1.0,2025,16,Italian Grand Prix
4,NOR,McLaren,2.0,18.0,Finished,2.0,2025,16,Italian Grand Prix
81,PIA,McLaren,3.0,15.0,Finished,3.0,2025,16,Italian Grand Prix
16,LEC,Ferrari,4.0,12.0,Finished,4.0,2025,16,Italian Grand Prix
63,RUS,Mercedes,5.0,10.0,Finished,5.0,2025,16,Italian Grand Prix
44,HAM,Ferrari,6.0,8.0,Finished,10.0,2025,16,Italian Grand Prix
23,ALB,Williams,7.0,6.0,Finished,14.0,2025,16,Italian Grand Prix
5,BOR,Kick Sauber,8.0,4.0,Finished,7.0,2025,16,Italian Grand Prix
12,ANT,Mercedes,9.0,2.0,Finished,6.0,2025,16,Italian Grand Prix
6,HAD,Racing Bulls,10.0,1.0,Finished,19.0,2025,16,Italian Grand Prix
55,SAI,Williams,11.0,0.0,Finished,13.0,2025,16,Italian Grand Prix
87,BEA,Haas F1 Team,12.0,0.0,Finished,11.0,2025,16,Italian Grand Prix
22,TSU,Red Bull Racing,13.0,0.0,Finished,9.0,2025,16,Italian Grand Prix
30,LAW,Racing Bulls,14.0,0.0,Finished,18.0,2025,16,Italian Grand Prix
31,OCO,Haas F1 Team,15.0,0.0,Lapped,15.0,2025,16,Italian Grand Prix
10,GAS,Alpine,16.0,0.0,Lapped,20.0,2025,16,Italian Grand Prix
43,COL,Alpine,17.0,0.0,Lapped,17.0,2025,16,Italian Grand Prix
18,STR,Aston Martin,18.0,0.0,Lapped,16.0,2025,16,Italian Grand Prix
14,ALO,Aston Martin,19.0,0.0,Retired,8.0,2025,16,Italian Grand Prix
27,HUL,Kick Sauber,20.0,0.0,Did not start,12.0,2025,16,Italian Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,1.0,2025,17,Azerbaijan Grand Prix
63,RUS,Mercedes,2.0,18.0,Finished,5.0,2025,17,Azerbaijan Grand Prix
55,SAI,Williams,3.0,15.0,Finished,2.0,2025,17,Azerbaijan Grand Prix
12,ANT,Mercedes,4.0,12.0,Finished,4.0,2025,17,Azerbaijan Grand Prix
30,LAW,Racing Bulls,5.0,10.0,Finished,3.0,2025,17,Azerbaijan Grand Prix
22,TSU,Red Bull Racing,6.0,8.0,Finished,6.0,2025,17,Azerbaijan Grand Prix
4,NOR,McLaren,7.0,6.0,Finished,7.0,2025,17,Azerbaijan Grand Prix
44,HAM,Ferrari,8.0,4.0,Finished,12.0,2025,17,Azerbaijan Grand Prix
16,LEC,Ferrari,9.0,2.0,Finished,10.0,2025,17,Azerbaijan Grand Prix
6,HAD,Racing Bulls,10.0,1.0,Finished,8.0,2025,17,Azerbaijan Grand Prix
5,BOR,Kick Sauber,11.0,0.0,Finished,13.0,2025,17,Azerbaijan Grand Prix
87,BEA,Haas F1 Team,12.0,0.0,Finished,15.0,2025,17,Azerbaijan Grand Prix
23,ALB,Williams,13.0,0.0,Finished,19.0,2025,17,Azerbaijan Grand Prix
31,OCO,Haas F1 Team,14.0,0.0,Finished,20.0,2025,17,Azerbaijan Grand Prix
14,ALO,Aston Martin,15.0,0.0,Finished,11.0,2025,17,Azerbaijan Grand Prix
27,HUL,Kick Sauber,16.0,0.0,Finished,17.0,2025,17,Azerbaijan Grand Prix
18,STR,Aston Martin,17.0,0.0,Finished,14.0,2025,17,Azerbaijan Grand Prix
10,GAS,Alpine,18.0,0.0,Lapped,18.0,2025,17,Azerbaijan Grand Prix
43,COL,Alpine,19.0,0.0,Lapped,16.0,2025,17,Azerbaijan Grand Prix
81,PIA,McLaren,20.0,0.0,Retired,9.0,2025,17,Azerbaijan Grand Prix
63,RUS,Mercedes,1.0,25.0,Finished,1.0,2025,18,Singapore Grand Prix
1,VER,Red Bull Racing,2.0,18.0,Finished,2.0,2025,18,Singapore Grand Prix
4,NOR,McLaren,3.0,15.0,Finished,5.0,2025,18,Singapore Grand Prix
81,PIA,McLaren,4.0,12.0,Finished,3.0,2025,18,Singapore Grand Prix
12,ANT,Mercedes,5.0,10.0,Finished,4.0,2025,18,Singapore Grand Prix
16,LEC,Ferrari,6.0,8.0,Finished,7.0,2025,18,Singapore Grand Prix
14,ALO,Aston Martin,7.0,6.0,Finished,10.0,2025,18,Singapore Grand Prix
44,HAM,Ferrari,8.0,4.0,Finished,6.0,2025,18,Singapore Grand Prix
87,BEA,Haas F1 Team,9.0,2.0,Finished,9.0,2025,18,Singapore Grand Prix
55,SAI,Williams,10.0,1.0,Lapped,18.0,2025,18,Singapore Grand Prix
6,HAD,Racing Bulls,11.0,0.0,Lapped,8.0,2025,18,Singapore Grand Prix
22,TSU,Red Bull Racing,12.0,0.0,Lapped,13.0,2025,18,Singapore Grand Prix
18,STR,Aston Martin,13.0,0.0,Lapped,15.0,2025,18,Singapore Grand Prix
23,ALB,Williams,14.0,0.0,Lapped,20.0,2025,18,Singapore Grand Prix
30,LAW,Racing Bulls,15.0,0.0,Lapped,12.0,2025,18,Singapore Grand Prix
43,COL,Alpine,16.0,0.0,Lapped,16.0,2025,18,Singapore Grand Prix
5,BOR,Kick Sauber,17.0,0.0,Lapped,14.0,2025,18,Singapore Grand Prix
31,OCO,Haas F1 Team,18.0,0.0,Lapped,17.0,2025,18,Singapore Grand Prix
10,GAS,Alpine,19.0,0.0,Lapped,19.0,2025,18,Singapore Grand Prix
27,HUL,Kick Sauber,20.0,0.0,Lapped,11.0,2025,18,Singapore Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,1.0,2025,19,United States Grand Prix
4,NOR,McLaren,2.0,18.0,Finished,2.0,2025,19,United States Grand Prix
16,LEC,Ferrari,3.0,15.0,Finished,3.0,2025,19,United States Grand Prix
44,HAM,Ferrari,4.0,12.0,Finished,5.0,2025,19,United States Grand Prix
81,PIA,McLaren,5.0,10.0,Finished,6.0,2025,19,United States Grand Prix
63,RUS,Mercedes,6.0,8.0,Finished,4.0,2025,19,United States Grand Prix
22,TSU,Red Bull Racing,7.0,6.0,Finished,13.0,2025,19,United States Grand Prix
27,HUL,Kick Sauber,8.0,4.0,Finished,11.0,2025,19,United States Grand Prix
87,BEA,Haas F1 Team,9.0,2.0,Finished,8.0,2025,19,United States Grand Prix
14,ALO,Aston Martin,10.0,1.0,Finished,10.0,2025,19,United States Grand Prix
30,LAW,Racing Bulls,11.0,0.0,Finished,12.0,2025,19,United States Grand Prix
18,STR,Aston Martin,12.0,0.0,Finished,19.0,2025,19,United States Grand Prix
12,ANT,Mercedes,13.0,0.0,Finished,7.0,2025,19,United States Grand Prix
23,ALB,Williams,14.0,0.0,Finished,18.0,2025,19,United States Grand Prix
31,OCO,Haas F1 Team,15.0,0.0,Finished,17.0,2025,19,United States Grand Prix
6,HAD,Racing Bulls,16.0,0.0,Finished,20.0,2025,19,United States Grand Prix
43,COL,Alpine,17.0,0.0,Lapped,15.0,2025,19,United States Grand Prix
5,BOR,Kick Sauber,18.0,0.0,Lapped,16.0,2025,19,United States Grand Prix
10,GAS,Alpine,19.0,0.0,Lapped,14.0,2025,19,United States Grand Prix
55,SAI,Williams,20.0,0.0,Retired,9.0,2025,19,United States Grand Prix
4,NOR,McLaren,1.0,25.0,Finished,1.0,2025,20,Mexico City Grand Prix
16,LEC,Ferrari,2.0,18.0,Finished,2.0,2025,20,Mexico City Grand Prix
1,VER,Red Bull Racing,3.0,15.0,Finished,5.0,2025,20,Mexico City Grand Prix
87,BEA,Haas F1 Team,4.0,12.0,Finished,9.0,2025,20,Mexico City Grand Prix
81,PIA,McLaren,5.0,10.0,Finished,7.0,2025,20,Mexico City Grand Prix
12,ANT,Mercedes,6.0,8.0,Finished,6.0,2025,20,Mexico City Grand Prix
63,RUS,Mercedes,7.0,6.0,Finished,4.0,2025,20,Mexico City Grand Prix
44,HAM,Ferrari,8.0,4.0,Finished,3.0,2025,20,Mexico City Grand Prix
31,OCO,Haas F1 Team,9.0,2.0,Finished,11.0,2025,20,Mexico City Grand Prix
5,BOR,Kick Sauber,10.0,1.0,Finished,16.0,2025,20,Mexico City Grand Prix
22,TSU,Red Bull Racing,11.0,0.0,Finished,10.0,2025,20,Mexico City Grand Prix
23,ALB,Williams,12.0,0.0,Lapped,17.0,2025,20,Mexico City Grand Prix
6,HAD,Racing Bulls,13.0,0.0,Lapped,8.0,2025,20,Mexico City Grand Prix
18,STR,Aston Martin,14.0,0.0,Lapped,19.0,2025,20,Mexico City Grand Prix
10,GAS,Alpine,15.0,0.0,Lapped,18.0,2025,20,Mexico City Grand Prix
43,COL,Alpine,16.0,0.0,Lapped,20.0,2025,20,Mexico City Grand Prix
55,SAI,Williams,17.0,0.0,Retired,12.0,2025,20,Mexico City Grand Prix
14,ALO,Aston Martin,18.0,0.0,Retired,14.0,2025,20,Mexico City Grand Prix
27,HUL,Kick Sauber,19.0,0.0,Retired,13.0,2025,20,Mexico City Grand Prix
30,LAW,Racing Bulls,20.0,0.0,Retired,15.0,2025,20,Mexico City Grand Prix
4,NOR,McLaren,1.0,25.0,Finished,1.0,2025,21,São Paulo Grand Prix
12,ANT,Mercedes,2.0,18.0,Finished,2.0,2025,21,São Paulo Grand Prix
1,VER,Red Bull Racing,3.0,15.0,Finished,19.0,2025,21,São Paulo Grand Prix
63,RUS,Mercedes,4.0,12.0,Finished,6.0,2025,21,São Paulo Grand Prix
81,PIA,McLaren,5.0,10.0,Finished,4.0,2025,21,São Paulo Grand Prix
87,BEA,Haas F1 Team,6.0,8.0,Finished,8.0,2025,21,São Paulo Grand Prix
30,LAW,Racing Bulls,7.0,6.0,Finished,7.0,2025,21,São Paulo Grand Prix
6,HAD,Racing Bulls,8.0,4.0,Finished,5.0,2025,21,São Paulo Grand Prix
27,HUL,Kick Sauber,9.0,2.0,Finished,10.0,2025,21,São Paulo Grand Prix
10,GAS,Alpine,10.0,1.0,Finished,9.0,2025,21,São Paulo Grand Prix
23,ALB,Williams,11.0,0.0,Finished,12.0,2025,21,São Paulo Grand Prix
31,OCO,Haas F1 Team,12.0,0.0,Finished,20.0,2025,21,São Paulo Grand Prix
55,SAI,Williams,13.0,0.0,Finished,15.0,2025,21,São Paulo Grand Prix
14,ALO,Aston Martin,14.0,0.0,Finished,11.0,2025,21,São Paulo Grand Prix
43,COL,Alpine,15.0,0.0,Finished,16.0,2025,21,São Paulo Grand Prix
18,STR,Aston Martin,16.0,0.0,Finished,14.0,2025,21,São Paulo Grand Prix
22,TSU,Red Bull Racing,17.0,0.0,Finished,17.0,2025,21,São Paulo Grand Prix
44,HAM,Ferrari,18.0,0.0,Retired,13.0,2025,21,São Paulo Grand Prix
16,LEC,Ferrari,19.0,0.0,Retired,3.0,2025,21,São Paulo Grand Prix
5,BOR,Kick Sauber,20.0,0.0,Retired,18.0,2025,21,São Paulo Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,2.0,2025,22,Las Vegas Grand Prix
63,RUS,Mercedes,2.0,18.0,Finished,4.0,2025,22,Las Vegas Grand Prix
12,ANT,Mercedes,3.0,15.0,Finished,17.0,2025,22,Las Vegas Grand Prix
16,LEC,Ferrari,4.0,12.0,Finished,9.0,2025,22,Las Vegas Grand Prix
55,SAI,Williams,5.0,10.0,Finished,3.0,2025,22,Las Vegas Grand Prix
6,HAD,Racing Bulls,6.0,8.0,Finished,8.0,2025,22,Las Vegas Grand Prix
27,HUL,Kick Sauber,7.0,6.0,Finished,11.0,2025,22,Las Vegas Grand Prix
44,HAM,Ferrari,8.0,4.0,Finished,19.0,2025,22,Las Vegas Grand Prix
31,OCO,Haas F1 Team,9.0,2.0,Finished,13.0,2025,22,Las Vegas Grand Prix
87,BEA,Haas F1 Team,10.0,1.0,Finished,14.0,2025,22,Las Vegas Grand Prix
14,ALO,Aston Martin,11.0,0.0,Finished,7.0,2025,22,Las Vegas Grand Prix
22,TSU,Red Bull Racing,12.0,0.0,Finished,20.0,2025,22,Las Vegas Grand Prix
10,GAS,Alpine,13.0,0.0,Finished,10.0,2025,22,Las Vegas Grand Prix
30,LAW,Racing Bulls,14.0,0.0,Lapped,6.0,2025,22,Las Vegas Grand Prix
43,COL,Alpine,15.0,0.0,Lapped,15.0,2025,22,Las Vegas Grand Prix
23,ALB,Williams,16.0,0.0,Retired,16.0,2025,22,Las Vegas Grand Prix
5,BOR,Kick Sauber,17.0,0.0,Retired,18.0,2025,22,Las Vegas Grand Prix
18,STR,Aston Martin,18.0,0.0,Retired,12.0,2025,22,Las Vegas Grand Prix
4,NOR,McLaren,19.0,0.0,Disqualified,1.0,2025,22,Las Vegas Grand Prix
81,PIA,McLaren,20.0,0.0,Disqualified,5.0,2025,22,Las Vegas Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,3.0,2025,23,Qatar Grand Prix
81,PIA,McLaren,2.0,18.0,Finished,1.0,2025,23,Qatar Grand Prix
55,SAI,Williams,3.0,15.0,Finished,7.0,2025,23,Qatar Grand Prix
4,NOR,McLaren,4.0,12.0,Finished,2.0,2025,23,Qatar Grand Prix
12,ANT,Mercedes,5.0,10.0,Finished,5.0,2025,23,Qatar Grand Prix
63,RUS,Mercedes,6.0,8.0,Finished,4.0,2025,23,Qatar Grand Prix
14,ALO,Aston Martin,7.0,6.0,Finished,8.0,2025,23,Qatar Grand Prix
16,LEC,Ferrari,8.0,4.0,Finished,10.0,2025,23,Qatar Grand Prix
30,LAW,Racing Bulls,9.0,2.0,Finished,12.0,2025,23,Qatar Grand Prix
22,TSU,Red Bull Racing,10.0,1.0,Finished,15.0,2025,23,Qatar Grand Prix
23,ALB,Williams,11.0,0.0,Finished,14.0,2025,23,Qatar Grand Prix
44,HAM,Ferrari,12.0,0.0,Finished,17.0,2025,23,Qatar Grand Prix
5,BOR,Kick Sauber,13.0,0.0,Finished,19.0,2025,23,Qatar Grand Prix
43,COL,Alpine,14.0,0.0,Lapped,20.0,2025,23,Qatar Grand Prix
31,OCO,Haas F1 Team,15.0,0.0,Lapped,16.0,2025,23,Qatar Grand Prix
10,GAS,Alpine,16.0,0.0,Lapped,9.0,2025,23,Qatar Grand Prix
18,STR,Aston Martin,17.0,0.0,Retired,18.0,2025,23,Qatar Grand Prix
6,HAD,Racing Bulls,18.0,0.0,Retired,6.0,2025,23,Qatar Grand Prix
87,BEA,Haas F1 Team,19.0,0.0,Retired,13.0,2025,23,Qatar Grand Prix
27,HUL,Kick Sauber,20.0,0.0,Retired,11.0,2025,23,Qatar Grand Prix
1,VER,Red Bull Racing,1.0,25.0,Finished,1.0,2025,24,Abu Dhabi Grand Prix
81,PIA,McLaren,2.0,18.0,Finished,3.0,2025,24,Abu Dhabi Grand Prix
4,NOR,McLaren,3.0,15.0,Finished,2.0,2025,24,Abu Dhabi Grand Prix
16,LEC,Ferrari,4.0,12.0,Finished,5.0,2025,24,Abu Dhabi Grand Prix
63,RUS,Mercedes,5.0,10.0,Finished,4.0,2025,24,Abu Dhabi Grand Prix
14,ALO,Aston Martin,6.0,8.0,Finished,6.0,2025,24,Abu Dhabi Grand Prix
31,OCO,Haas F1 Team,7.0,6.0,Finished,8.0,2025,24,Abu Dhabi Grand Prix
44,HAM,Ferrari,8.0,4.0,Finished,16.0,2025,24,Abu Dhabi Grand Prix
27,HUL,Kick Sauber,9.0,2.0,Finished,18.0,2025,24,Abu Dhabi Grand Prix
18,STR,Aston Martin,10.0,1.0,Finished,15.0,2025,24,Abu Dhabi Grand Prix
5,BOR,Kick Sauber,11.0,0.0,Finished,7.0,2025,24,Abu Dhabi Grand Prix
87,BEA,Haas F1 Team,12.0,0.0,Finished,11.0,2025,24,Abu Dhabi Grand Prix
55,SAI,Williams,13.0,0.0,Finished,12.0,2025,24,Abu Dhabi Grand Prix
22,TSU,Red Bull Racing,14.0,0.0,Finished,10.0,2025,24,Abu Dhabi Grand Prix
12,ANT,Mercedes,15.0,0.0,Finished,14.0,2025,24,Abu Dhabi Grand Prix
23,ALB,Williams,16.0,0.0,Finished,17.0,2025,24,Abu Dhabi Grand Prix
6,HAD,Racing Bulls,17.0,0.0,Lapped,9.0,2025,24,Abu Dhabi Grand Prix
30,LAW,Racing Bulls,18.0,0.0,Lapped,13.0,2025,24,Abu Dhabi Grand Prix
